keppinautur	c_h E h p I n 9i t Y r
skriflegur	s k r I v l E G Y r
hugguleg	h Y k Y l E G
varnarlið	v a r t n a r l I D
egói	E: k ou I
fjárfestingarbanki	f j au r_0 f E s t i N k a r p au J_0 c I
tónleikahald	t_h ou n l ei k a h a l t
ritvél	r I: t v j E l
mont	m O n_0 t
hundurinn	h Y n t Y r I n
umferðirnar	Y m f E r D I r t n a r
karen	k_h a: r E n
völl	v 9 t l_0
fjölskylduguðsþjónusta	f j 9 l s c I l t Y k v Y D s T j ou n Y s t a
trillaðra	t_h r I l a D r a
norðurlandamótinu	n O r D Y r l a n t a m ou t I n Y
rúmir	r u: m I r
sjógallann	s j ou: k a l a n
whale	v ei: l
unglingum	u N l i N k Y m
steinum	s t ei n Y m
nýjasti	n i: j a s t I
kosningaþátttaka	k_h O s t n i N k a T au h t_h a k a
eiginkonuna	ei j I n k_h O n Y n a
batavegi	p a: t a v ei j I
sleðakeppni	s t l E: D a c_h E h p n I
stórfenglegt	s t ou r_0 f ei N k l E x t
rangli	r au N l I
kvenkynið	k_h v E J c_h I n I D
loftsson	l O f t s O n
skemmdarverk	s c E m t a r v E r_0 k
staðsettir	s t a D s E h t I r
heppnað	h E h p n a D
líf	l i: v
mútur	m u: t Y r
bandi	p a n t I
faðirvorið	f a: D I r v O r I D
rafrænar	r a v r ai n a r
offeitra	O f ei t r a
samhryggist	s a m r_0 I c I s t
varaformann	v a: r a f O r m a n
geisla	c ei s t l a
hljómar	l_0 j ou: m a r
garp	k a r_0 p
gjúkadóttur	c u: k a t ou h t Y r
häkkinen	h E h c I n E n
florida	f l O: r I t a
jarðskjálftana	j a r D s c au l_0 t a n a
friðbjörnsson	f r I D p j 9 r_0 s O n
lokakeppni	l O: k a c_h E h p n I
margfalt	m a r k f a l_0 t
ströndum	s t r 9 n t Y m
júgóslava	j u: k ou s t l a v a
sín	s i: n
persaflóa	p_h E r s a f l ou a
lít	l i: t
gleymdist	k l ei m t I s t
hrannar	r_0 a n a r
bréfaskiptum	p r j E: v a s c I f t Y m
frumflutt	f r Y m f l Y h t
sögufræga	s 9: G Y f r ai G a
varanlegum	v a: r a n l E G Y m
geðsjúkdóma	c E D s j u k t ou m a
mel	m E l
jólasveinarnir	j ou: l a s v ei n a r t n I r
fylleríi	f I t l E r i j I
íslandsmeistari	i s t l a n t s m ei s t a r I
dream	t r i: m
pollrólegs	p_h O t l r ou l E x s
sjónvarpssendingar	s j ou n v a r_0 p s E n t i N k a r
lánanna	l au: n a n a
hlýnunar	l_0 i: n Y n a r
afsökunarbeiðni	a f s 9 k Y n a r p ei D n I
traustum	t_h r 9i s t Y m
staðfesta	s t a D f E s t a
eyjólfsstaðir	ei j ou l f s t a D I r
spilaranum	s p I: l a r a n Y m
hollendingnum	h O l E n t i N n Y m
sögulegur	s 9: G Y l E G Y r
veitingahúsa	v ei: t i N k a h u s a
drykk	t r I h k
district	t I s t r I x t
húsbyggjanda	h u: s p I c a n t a
byggðarlaginu	p I G D a r l ai j I n Y
hjálpræðishersins	C au l_0 p r ai D I s h E r_0 s I n s
gleðisveit	k l E: D I s v ei t
fast	f a s t
slysadeild	s t l I s a t ei l t
landsvirkjunar	l a n t s v I r_0 c Y n a r
aldur	a l t Y r
cash	k_h a s
premium	p_h r i m i j Y m
framhaldi	f r a m h a l t I
ótrúlegustu	ou: t_h r u l E G Y s t Y
lena	l E: n a
sígarettupakkans	s i: k a r E h t Y p_h a h k a n s
mahmoud	m a x m u t
hlutlaus	l_0 Y t l 9i s
húsnæði	h u: s t n ai D I
misræmi	m I: s r ai m I
skoruðum	s k O: r Y D Y m
hangsi	h au N s I
reglugerðin	r E k l Y c E r D I n
býsn	p i s t n_0
partí	p_h a r_0 t i
palmer	p_h a l m E r
þyngingar	T i n c i N k a r
hringja	r_0 i J c a
undanskildum	Y n t a n s c I l t Y m
ágreiningurinn	au: k r ei n i N k Y r I n
mannlegum	m a n l E G Y m
matsmaður	m a: t s m a D Y r
millifærð	m I t l I f ai r D
frilla	f r I t l a
undanfarinn	Y n t a n f a r I n
laura	l O: r a
aðdáandi	a D t au a n t I
marc	m a r_0 k
keppnirnar	c_h E h p n I r t n a r
pleasure	p_h l E: s j Y r
afskipti	a f s c I f t I
samanlagt	s a: m a n l a x t
númer	n u: m E r
klettakirkjan	k_h l E h t a c_h I r_0 c a n
djúpvirkandi	t j u: p v I r_0 k a n t I
hælis	h ai: l I s
born	p O r n
þorp	T O r_0 p
smíðaðir	s m i: D a D I r
láninu	l au: n I n Y
grilli	k r I l I
ýmsir	i m s I r
vítamínpillur	v i: t a m i n p_h I l Y r
lokanir	l O: k a n I r
tónlistarflutning	t_h ou n l I s t a r_0 f l Y h t n i N k
ulluðuð	Y l Y D Y D
spilað	s p I: l a D
hvítlauk	k_h v i t l 9i k
trier	t_h r i: r
útsending	u: t s E n t i N k
töflum	t_h 9 p l Y m
örorka	9: r O r_0 k a
óþarfa	ou: T a r v a
hata	h a: t a
drollisti	t r O t l I s t I
jarðeplasalan	j a r D E h p l a s a l a n
sagga	s a k a
maðurinn	m a: D Y r I n
búðunum	p u: D O n Y m
úrelt	u: r E l_0 t
byggingarreitir	p I c i N k a r ei t I r
lífsreynslu	l i f s r ei n s t l Y
jafnmörg	j a p n_0 m 9 r k
játa	j au: t a
heildstæð	h ei l t s t ai D
nýtur	n i: t Y r
bensínvél	p E n s i n v j E l
milligöngufyrirtæki	m I t l I k 9i N k Y f I r I r_0 t_h ai c I
vistaður	v I s t a D Y r
efnismeðferðar	E p n I s m E D f E r D a r
pólitískri	p_h ou: l I t_h i s k r I
drollandi	t r O t l a n t I
svandís	s v a n t i s
sameiginlegri	s a: m ei j I n l E G r I
fangelsið	f au J c E l s I D
látni	l au h t n I
fimmvörðuhálsi	f I m v 9 r D Y h au l s I
birkigrund	p I r_0 c I k r Y n t
boots	p u t s
selfie	s E l f i
skepnuna	s c E h p n Y n a
tölvur	t_h 9 l v Y r
danny	t a n i
gjörsamlega	c 9 r_0 s a m l E G a
útvarpsgeislunin	u: t v a r_0 p s c ei s t l Y n I n
púllið	p_h u l I D
fagnaðaróp	f a k n a D a r ou p
krúsina	k_h r u: s I n a
miðasölu	m I: D a s 9 l Y
frambúðar	f r a m p u D a r
misskilningi	m I: s c I l n i J c I
yrsu	I r_0 s Y
klósettin	k_h l ou: s E h t I n
vinna	v I n a
resept	r E: s E f t
kambafjallgarðinum	k_h a m p a f j a t l_0 k a r D I n Y m
vagninn	v a k n I n
voff	v O f
dreift	t r ei f t
lengingu	l ei J c i N k Y
rúmgott	r u m k O h t
offsett	O f s E h t
kvótanum	k_h v ou: t a n Y m
tíman	t_h i: m a n
stöddu	s t 9 t Y
uppfærslum	Y h p f ai r_0 s t l Y m
kænugarði	c_h ai: n Y k a r D I
skilmerkilega	s c I l m E r_0 c I l E G a
leone	l E: O n E
slösuðust	s t l 9: s Y D Y s t
fiðrið	f I D r I D
karim	k_h a: r i m
rjómabollanna	r j ou: m a p O l a n a
allmikið	a t l m I c I D
kæru	c_h ai: r Y
argentínski	a r c E n t_h i n s c I
heilbrigður	h ei l p r I G D Y r
alþýðusamband	a l T i D Y s a m p a n t
háaloft	h au: a l O f t
fjármagnstekjuskattur	f j au r m a k n_0 s t_h E c Y s k a h t Y r
efsti	E f s t I
fordæmi	f O r t ai m I
hlunnindi	l_0 Y n I n t I
samþykki	s a m T I h c I
sigurlaug	s I: G Y r l 9i G
penup	p_h E n 9 p
brúðkaup	p r u D k_h 9i p
milljónaþjóðir	m I l j ou n a T j ou D I r
viðurkenningu	v I: D Y r_0 c_h E n i N k Y
innstæður	I n s t ai D Y r
kuldakvein	k_h Y l t a k_h v ei n
strokka	s t r O h k a
samningseyðublað	s a m n i N s ei D Y p l a D
kakósúpu	k_h a: k ou s u p Y
lúxusvillunum	l u k s Y s v I l O n Y m
lögreglustöð	l 9 G r E k l Y s t 9 D
umtalsverðu	Y m t_h a l s v E r D Y
hrifsa	r_0 I f s a
aðdragandinn	a D t r a G a n t I n
gunnlaugssonar	k Y n l 9i x s O n a r
thousands	T au s a n t s
hverju	k_h v E r j Y
undirtökunum	Y n t I r_0 t_h 9 k O n Y m
rökvillur	r 9: k v I t l Y r
nesinu	n E: s I n Y
fótboltamaður	f ou: t p O l_0 t a m a D Y r
prentsmiðjuna	p_h r E n_0 t s m I D j Y n a
knattspyrnumála	k_h n a h t s p I r t n Y m au l a
spyrji	s p I r j I
ástríðum	au s t r i D Y m
drengja	t r ei J c a
skiptastjóra	s c I f t a s t j ou r a
bolludagar	p O l Y t a G a r
guðlast	k v Y D l a s t
hinsvegar	h I n s v E G a r
whose	h u: s
faxi	f a k s I
milljónalánum	m I l j ou n a l au n Y m
kjur	c_h Y: r
stelpunnar	s t E l_0 p Y n a r
meðgöngunni	m E D k 9i N k Y n I
upplýsingafulltrúa	Y h p l i s i N k a f Y t l_0 t_h r u a
umbúð	Y m p u D
einarsson	ei: n a r_0 s O n
fiskistofa	f I s c I s t O v a
fiorentina	f j O r E n t_h i n a
aus	au: s
millibari	m I l I p a r I
kostnaðarauka	k_h O s t n a D a r 9i k a
vön	v 9: n
beiðninni	p ei D n I n I
jóhannsson	j ou: h a n s O n
vestmannaeyjar	v E s t m a n ei j a r
byggðist	p I G D I s t
skúlasyni	s k u: l a s I n I
brjálæðingur	p r j au: l ai D i N k Y r
dúllað	t u l a D
mokstur	m O k s t Y r
sellerírótinni	s E l E r i r ou t I n I
flottrollin	f l O: t_h r O l I n
gallabuxnanna	k a l a p Y k s t n a n a
afþreyingar	a f T r ei j i N k a r
spartak	s p a r_0 t a k
ríkisaðstoð	r i: c I s a D s t O D
réttarstöðu	r j E h t a r_0 s t 9 D Y
nefndina	n E m t I n a
díana	t i: j a n a
magns	m a k n_0 s
skaðabóta	s k a: D a p ou t a
ímyndað	i: m I n t a D
renault	r Y: n ou
brillantínið	p r I l a n t_h i n I D
davíðsson	t a: v i D s O n
skafti	s k a f t I
fiskeldis	f I s k E l t I s
persónuverndar	p_h E r_0 s ou n Y v E r n t a r
veruleiki	v E: r Y l ei c I
lífeyrisgreiðslur	l i: v ei r I s k r ei D s t l Y r
fréttablaðinu	f r j E h t a p l a D I n Y
fiðrildi	f I D r I l t I
hringirðu	r_0 i J c I r D Y
krárnar	k_h r au r t n a r
norræns	n O r ai n s
veldi	v E l t I
sög	s 9: G
útsýni	u: t s i n I
myndskeið	m I n t s c ei D
gagnaver	k a k n a v E r
vissa	v I s a
drag	t r a: k
north	n O r_0 T
strax	s t r a k s
ufsilonið	Y f s I l O n I D
uppskeruhátíð	Y h p s c E r Y h au t_h i D
væntanlegu	v ai n_0 t a n l E G Y
farþegasætinu	f a r_0 T E G a s ai t I n Y
vinir	v I: n I r
rólega	r ou: l E G a
ársbyrjun	au r_0 s p I r j Y n
björgunarsveitanna	p j 9 r k Y n a r_0 s v ei t a n a
hugsanavillunnar	h Y k s a n a v I t l Y n a r
skyr	s c I: r
vaknað	v a h k n a D
þjóðirnar	T j ou: D I r t n a r
óvinur	ou: v I n Y r
aðalsafninu	a: D a l s a p n I n Y
gallar	k a t l a r
giftum	c I f t Y m
sökuðu	s 9: k Y D Y
vantað	v a n_0 t a D
mánuðinn	m au: n Y D I n
hugsun	h Y k s Y n
farartækjaeftirlit	f a: r a r_0 t_h ai c a E f t I r l I t
jóns	j ou n s
heilsugæslu	h ei l s Y c ai s t l Y
please	p_h l i: s
stunning	s t 9 n i N
gagnsök	k a k n_0 s 9 k
officer	O f I s E r
kílóum	c_h i: l ou Y m
kostnaðarins	k_h O s t n a D a r I n s
nota	n O: t a
nútímasamfélagi	n u: t_h i m a s a m f j E l ai j I
skaðlausu	s k a D l 9i s Y
höfðatölu	h 9 v D a t_h 9 l Y
æfingagallarnir	ai: v i N k a k a l a r t n I r
konungi	k_h O: n u J c I
munstra	m Y n s t r a
færist	f ai: r I s t
ægilegur	ai j I l E G Y r
eyjarskeggjar	ei j a r_0 s c E c a r
kikna	c_h I h k n a
spáðu	s p au: D Y
samskiptaverkefni	s a m s c I f t a v E r_0 k E p n I
skikkanlega	s c I h k a n l E G a
recorded	r E k O r t E t
írska	i r_0 s k a
óhrædd	ou r_0 ai t
virtum	v I r_0 t Y m
páfi	p_h au: v I
langvinn	l au N k v I n
prest	p_h r E s t
milljarðamæringarnir	m I l j a r D a m ai r i N k a r t n I r
loftsalurinn	l O f t s a l Y r I n
fljótsdalshéraði	f l j ou t s t a l s C E r a D I
frakki	f r a h c I
rafrænni	r a v r ai t n I
leikkonan	l ei: k_h O n a n
kyssti	c_h I s t I
einkavæðingarnefndar	ei N_0 k a v ai D i N k a r n E m t a r
japanskur	j a: p a n s k Y r
ferðaskrifstofunnar	f E r D a s k r I f s t O v Y n a r
aukahlutverki	9i: k a l_0 Y t v E r_0 c I
leikgerð	l ei: c E r D
hryllilegt	r_0 I t l I l E x t
lega	l E: G a
heildsölufyrirtækinu	h ei l t s 9 l Y f I r I r_0 t_h ai c I n Y
gestanna	c E s t a n a
umfangsmikið	Y m f au N s m I c I D
þrautir	T r 9i: t I r
kjarnakonur	c_h a r t n a k_h O n Y r
sakho	s a: k_h ou
mannþekkjari	m a n T E h c a r I
stefnuvirkt	s t E p n Y v I r_0 t
deyi	t ei j I
hvatningin	k_h v a h t n i J c I n
revolution	r E v O l u s j O n
svoleiðis	s v O: l ei D I s
umbúðum	Y m p u D Y m
mangóávöxtum	m a N k ou au v 9 k s t Y m
opnunartíma	O h p n Y n a r_0 t_h i m a
gleðinnar	k l E: D I n a r
höfðingjum	h 9 v D i J c Y m
uppfull	Y h p f Y t l_0
eldgosinu	E l t k O s I n Y
hagkvæman	h a G k_h v ai m a n
bylta	p I l_0 t a
poulsen	p_h ou l s E n
ljóssins	l j ou s I n s
leikskólabarna	l ei: k s k ou l a p a r t n a
þjóðarflokksins	T j ou: D a r_0 f l O h k s I n s
veira	v ei: r a
fagfólks	f a: G f ou l_0 k s
kanínan	k_h a: n i n a n
ökutækjum	9: k Y t_h ai c Y m
fleginn	f l ei j I n
ætlaða	ai h t l a D a
ferðatösku	f E r D a t_h 9 s k Y
foster	f O s t E r
saknaði	s a h k n a D I
transport	t_h r a n s p O r_0 t
leyni	l ei: n I
kappar	k_h a h p a r
vopn	v O h p n
færðir	f ai r D I r
besiktas	p E: s I x t a s
kóræfing	k_h ou: r ai v i N k
aðildarviðræður	a: D I l t a r v I D r ai D Y r
kumpána	k_h Y m_0 p au n a
réttarríki	r j E h t a r i c I
sveitarfélaga	s v ei: t a r_0 f j E l a G a
framhaldsnám	f r a m h a l t s t n au m
regínu	r E: c i n Y
hollensk	h O l E n s k
kæruheimild	c_h ai: r Y h ei m I l t
fiskibollurnar	f I s c I p O l Y r t n a r
rjómakaramellur	r j ou: m a k_h a r a m E l Y r
nakin	n a: c I n
baðstofustromps	p a D s t O v Y s t r O m_0 p s
veð	v E: D
afþreying	a f T r ei j i N k
einsdæmi	ei n s t ai m I
hermenn	h E r m E n
metfé	m E: t f j E
staðurinn	s t a: D Y r I n
bitlausan	p I t l 9i s a n
dýrir	t i: r I r
drukkin	t r Y h c I n
rannsóknarskips	r a n s ou h k n a r_0 s c I p s
gná	k n au:
brúar	p r u: a r
endurnýjun	E n t Y r n i j Y n
skíði	s c i: D I
nálgaðist	n au l k a D I s t
fyrravor	f I r a v O r
samkomulaginu	s a m k_h O m Y l ai j I n Y
allsráðandi	a l s r au D a n t I
þátttakenda	T au h t_h a k E n t a
vitleysingurinn	v I h t l ei s i N k Y r I n
rúminu	r u: m I n Y
kapp	k_h a h p
lífeyrir	l i: v ei r I r
laxness	l a k s t n E s
hugleikið	h Y G l ei c I D
keyrslu	c_h ei r_0 s t l Y
týra	t_h i: r a
einsöngur	ei n s 9i N k Y r
sorginni	s O r c I n I
sveinn	s v ei t n_0
fljótsdal	f l j ou t s t a l
landsliðskonan	l a n t s t l I D s k_h O n a n
allen	a l E n
umslag	Y m s t l a G
fjórtánda	f j ou r_0 t au n t a
dugleg	t Y G l E G
amerískur	a: m E r i s k Y r
breytti	p r ei h t I
miðbæjarins	m I D p ai j a r I n s
stoltenberg	s t O l_0 t E n p E r k
dillunum	t I l O n Y m
áratugir	au: r a t_h Yi j I r
veiðimálastofnun	v ei: D I m au l a s t O p n Y n
jarðfræðingur	j a r D f r ai D i N k Y r
sjónarmið	s j ou: n a r m I D
sjálfsbjörg	s j au l f s p j 9 r k
farísearnir	f a: r i s E a r t n I r
madonnu	m a: t O n Y
þorbergsdóttir	T O r p E r k s t ou h t I r
sendu	s E n t Y
kokkur	k_h O h k Y r
krafturinn	k_h r a f t Y r I n
núllist	n u l I s t
vonlausri	v O n l 9i s r I
framleiðslunni	f r a m l ei D s t l Y n I
alþingismanna	a l T i J c I s m a n a
bankaráði	p au N_0 k a r au D I
dillur	t I l Y r
helltum	h E l_0 t Y m
hjólför	C ou l f 9 r
hólmbert	h ou l m p E r_0 t
ávana	au: v a n a
skráðu	s k r au: D Y
klúbbhúsi	k_h l u p h u s I
væntumþykju	v ai n_0 t Y m T I c_h Y
heillin	h ei t l I n
listar	l I s t a r
sigurpáll	s I: G Y r_0 p_h au t l_0
námskeiðið	n au m s c ei D I D
blóma	p l ou: m a
vel	v E: l
orðabók	O r D a p ou k
geymslu	c ei m s t l Y
sprengjum	s p r ei J c Y m
ksí	k_h au: E s i
radarsvara	r a: t a r_0 s v a r a
uppbygginguna	Y h p I c i N k Y n a
vanskila	v a n s c I l a
prýðilega	p_h r i: D I l E G a
frambjóðendum	f r a m p j ou D E n t Y m
agúrkunni	a: k u r_0 k Y n I
leigusamningur	l ei: G Y s a m n i N k Y r
samúelsdóttir	s a: m u E l s t ou h t I r
kjölfesta	c_h 9 l f E s t a
barnalegur	p a r t n a l E G Y r
pappír	p_h a h p i r
flinkur	f l i N_0 k Y r
kjördag	c_h 9 r t a G
heyrast	h ei: r a s t
mein	m ei: n
lognmolla	l O k n m O t l a
fjármunina	f j au r m Y n I n a
skerða	s c E r D a
ódýrustu	ou: t i r Y s t Y
áföllum	au: f 9 t l Y m
hvass	k_h v a s
mistök	m I: s t_h 9 k
símtal	s i m t_h a l
höfnuðu	h 9 p n Y D Y
áfengisneysla	au: f ei J c I s t n ei s t l a
bjarnhéðinsdóttir	p j a r t n_0 C E D I n s t ou h t I r
klefi	k_h l E: v I
kyrru	c_h I r Y
stuðlar	s t Y D l a r
flokkurinn	f l O h k Y r I n
héraðslæknirinn	C E: r a D s t l ai h k n I r I n
kaldir	k_h a l t I r
fjords	f j O r t s
forgöngu	f O r k 9i N k Y
wild	v ai: l t
hlaupagallarnir	l_0 9i: p a k a l a r t n I r
johnsen	t j O n s E n
þruma	T r Y: m a
þorgeirs	T O r c ei r_0 s
tíðina	t_h i: D I n a
grímseyjar	k r i m s ei j a r
efstaleiti	E f s t a l ei t I
hneigðist	n_0 ei G D I s t
uppspretta	Y h p s p r E h t a
hrífuna	r_0 i: v Y n a
niðurgangspestir	n I: D Y r_0 k au N s p_h E s t I r
félagsliðum	f j E: l a x s t l I D Y m
teldist	t_h E l t I s t
vandasamt	v a n t a s a m_0 t
bekkjarbróðir	p E h c a r p r ou D I r
eldspýtunni	E l t s p i t Y n I
skýtur	s c i: t Y r
endurreisn	E n t Y r ei s t n_0
pat	p_h a: t
búfræðingurinn	p u: f r ai D i N k Y r I n
hoppaði	h O h p a D I
fjölnis	f j 9 l n I s
afgangs	a v k au N s
víni	v i: n I
lögfræði	l 9 x f r ai D I
glaðværð	k l a D v ai r D
ramsey	r a m s ei
samhengi	s a m h ei J c I
vinnuframlag	v I n Y f r a m l a G
svíkja	s v i: c a
framskyggn	f r a m s c I k n_0
samkeppnisreglum	s a m c_h E h p n I s r E k l Y m
sporting	s p O r_0 t i N
markaðsaðstæður	m a r_0 k a D s a D s t ai D Y r
friðargæslu	f r I: D a r c ai s t l Y
racing	r ei s i N
hrauninu	r_0 9i: n I n Y
fyrirskipanir	f I: r I r_0 s c I p a n I r
myndaðist	m I n t a D I s t
niðurfelling	n I: D Y r_0 f E t l i N k
samliggjandi	s a m l I c a n t I
körfuna	k_h 9 r v Y n a
létti	l j E h t I
unglinganefnd	u N l i N k a n E m t
hleyptu	l_0 ei f t Y
millistykkin	m I t l I s t I h c I n
sannfæringu	s a n f ai r i N k Y
kirkjumálaráðherra	c_h I r_0 c Y m au l a r au T h E r a
camp	k_h a m_0 p
hafnir	h a p n I r
flíkur	f l i: k Y r
skoðuðum	s k O: D Y D Y m
klúbbastarf	k_h l u p a s t a r v
ósáttir	ou: s au h t I r
veiran	v ei: r a n
erft	E r_0 t
líkaminn	l i: k_h a m I n
lýsandi	l i: s a n t I
þorbjörnsson	T O r p j 9 r_0 s O n
practice	p_h r a x t I s
reglulegur	r E k l Y l E G Y r
kafaldshríð	k_h a: v a l t s r_0 i D
beittar	p ei h t a r
náttúruval	n au h t u r Y v a l
siði	s I: D I
prenta	p_h r E n_0 t a
spánar	s p au: n a r
sætum	s ai: t Y m
giroud	s j I r ou
eyvindur	ei: v I n t Y r
hrósa	r_0 ou: s a
sólarhringinn	s ou: l a r_0 i J c I n
svarta	s v a r_0 t a
bollalögðum	p O t l a l 9 G D Y m
jónsmessunótt	j ou n s m E s Y n ou h t
lausafjárkaup	l 9i: s a f j au r_0 k_h 9i p
ítalskt	i: t_h a l s t
mallakútsins	m a l a k_h u t s I n s
yfirlýsinguna	I: v I r l i s i N k Y n a
eftirsjáin	E f t I r_0 s j au I n
hvítra	k_h v i: t r a
gólffjalirnar	k ou l f j a l I r t n a r
samdrátturinn	s a m t r au h t Y r I n
undanskilja	Y n t a n s c I l j a
kitlaði	c_h i h t l a D I
hræðsla	r_0 ai D s t l a
skákþingi	s k au k T i J c I
reynir	r ei: n I r
ráðstafanir	r au D s t a v a n I r
trolluðu	t_h r O l Y D Y
snædal	s t n ai: t a l
veggi	v E c I
austri	9i s t r I
bears	p E: r s
rekstrarskilyrði	r E k s t r a r_0 s c I l I r D I
nast	n a s t
sunnudögum	s Y n Y t 9 G Y m
lagarök	l a: G a r 9 k
bjölluhnappinn	p j 9 t l Y n_0 a h p I n
alþjóðleg	a l T j ou D l E G
almennileg	a l m E n I l E G
sölustjóri	s 9: l Y s t j ou r I
skjót	s c ou: t
snjógöllunum	s t n j ou: k 9 l O n Y m
lýsingar	l i: s i N k a r
hæli	h ai: l I
ballettana	p a l E h t a n a
brúðkaupið	p r u D k_h 9i p I D
virtar	v I r_0 t a r
þorstein	T O r_0 s t ei n
baldvinsson	p a l t v I n s O n
framið	f r a: m I D
fiskveiðiárið	f I s k v ei D I au r I D
simple	s I m_0 p u l
einkaeignarrétti	ei N_0 k a ei k n a r j E h t I
zeppelin	s E h p E l I n
aðkomunni	a D k_h O m Y n I
sambandsins	s a m p a n t s I n s
torg	t_h O r k
skil	s c I: l
blönduós	p l 9 n t ou s
óttuðust	ou h t Y D Y s t
kúabændur	k_h u: a p ai n t Y r
ballettinn	p a l E h t I n
verktakar	v E r_0 t_h a k a r
ellefta	E t l E f t a
fundarstjóri	f Y n t a r_0 s t j ou r I
gagnrýnenda	k a k r i n E n t a
till	t_h I l
radarar	r a: t a r a r
sígarettureykingar	s i: k a r E h t Y r ei c i N k a r
áfangaskýrsla	au: f au N k a s c i r_0 s t l a
sparkspeking	s p a r_0 k s p E c i N k
jaguar	t j a: k u a r
illgresi	I t l_0 k r E s I
hæfir	h ai: v I r
hallgrím	h a t l_0 k r i m
megrunarpillum	m E G r Y n a r_0 p_h I l Y m
brain	p r ei: n
gunnarsdóttur	k Y n a r_0 s t ou h t Y r
lítt	l i h t
dagsettur	t a x s E h t Y r
rallakstrinum	r a l a k s t r I n Y m
kveldi	k_h v E l t I
mýrasýslu	m i: r a s i s t l Y
undanfarnar	Y n t a n f a r t n a r
yfirgnæfa	I: v I r k n ai v a
slow	s l ou:
efnum	E p n Y m
estragonedik	E s t r a k O n E t I k
landeigendum	l a n t ei G E n t Y m
gírstönginni	c i r_0 s t 9i J c I n I
ráði	r au: D I
amtsbókasafnið	a m_0 t s p ou k a s a p n I D
reitt	r ei h t
nigel	n ai t j E l
knattspyrnudómstóls	k_h n a h t s p I r t n Y t ou m s t ou l s
skuldabréfsins	s k Y l t a p r j E f s I n s
kreml	k_h r E m l
haltur	h a l_0 t Y r
heimildarmenn	h ei: m I l t a r m E n
fílharmóníunnar	f i: l h a r m ou n i Y n a r
harmleik	h a r m l ei k
kirkjuvegi	c_h I r_0 c Y v ei j I
orlofið	O r l O v I D
rifjaði	r I v j a D I
hillary	h I l a r I
sætta	s ai h t a
óskarsverðlaun	ou s k a r_0 s v E r D l 9i n
hlífðargallar	l_0 i v D a r k a l a r
selluna	s E l Y n a
graham	k r ei: a m
hvals	k_h v a l s
bjuggumst	p j Y k Y m s t
mynstursins	m I n s t Y r_0 s I n s
fyllum	f I t l Y m
gumma	k Y m a
mund	m Y n t
sameinuðu	s a: m ei n Y D Y
dómsins	t ou m s I n s
hitteðfyrra	h I h t E D f I r a
ísal	i: s a l
krafinn	k_h r a: v I n
sönnu	s 9 n Y
ferskan	f E r_0 s k a n
klemma	k_h l E m a
viktoría	v I x t O r i j a
vonandi	v O: n a n t I
bifreiðin	p I v r ei D I n
býð	p i: D
failed	f ei: l t
kyngja	c_h i J c a
tapað	t_h a: p a D
myndbandið	m I n t p a n t I D
espn	E E s p_h j E E n
hvorugt	k_h v O: r Y x t
verkur	v E r_0 k Y r
heilbrigðisstofnana	h ei l p r I G D I s t O p n a n a
vonarstræti	v O: n a r_0 s t r ai t I
fundir	f Y n t I r
mangóinu	m a N k ou I n Y
traðkað	t_h r a T k a D
aðila	a: D I l a
háskólasjúkrahúss	h au: s k ou l a s j u k r a h u s
hestamanna	h E s t a m a n a
afrit	a v r I t
andleg	a n t l E G
puyol	p_h Y: j O l
munnvatni	m Y n v a h t n I
hönnuðurinn	h 9 n Y D Y r I n
verkinu	v E r_0 c I n Y
flensburg	f l E n s p Y r k
getu	c E: t Y
linkind	l i n c_h I n t
áfalli	au: f a t l I
svíum	s v i: Y m
hirðuleysi	h I r D Y l ei s I
hníga	n_0 i: G a
langstærsta	l au N k s t ai r_0 s t a
ráðningar	r au D n i N k a r
steinglergluggum	s t ei N k l E r k l Y k Y m
gullsmára	k Y t l_0 s m au r a
friend	f r E n t
ásgeirsdóttir	au: s c ei r_0 s t ou h t I r
óvenjulegu	ou: v E n j Y l E G Y
alþýðusambandi	a l T i D Y s a m p a n t I
ljótt	l j ou h t
spænska	s p ai n s k a
utanyfirgalli	Y: t a n I v I r k a l I
grimmum	k r I m Y m
skilyrði	s c I: l I r D I
hróbjartsson	r_0 ou p j a r_0 t s O n
bjöllu	p j 9 t l Y
eltir	E l_0 t I r
stóli	s t ou: l I
kallast	k_h a t l a s t
litháar	l I t h au a r
drakk	t r a h k
stýrivöxtum	s t i: r I v 9 k s t Y m
breiðast	p r ei: D a s t
vanur	v a: n Y r
protocol	p_h r ou t O k_h O l
bílasýningunni	p i: l a s i n i N k Y n I
denis	t E n I s
gallaðan	k a t l a D a n
hljómplötur	l_0 j ou m p_h l 9 t Y r
þingfulltrúa	T i N k f Y t l_0 t_h r u a
gestina	c E s t I n a
millilítrans	m I l I l i t r a n s
aðventukvöld	a D v E n_0 t Y k_h v 9 l t
kappsmál	k_h a h p s m au l
vitleysurnar	v I h t l ei s Y r t n a r
eflist	E p l I s t
heitar	h ei: t a r
launþegi	l 9i n T ei j I
þvílíkur	T v i: l i k Y r
veruleika	v E: r Y l ei k a
líkjör	l i: c_h 9 r
aðildarríkjum	a: D I l t a r i c Y m
abbas	a p a s
nemendaverndar	n E: m E n t a v E r n t a r
arðgreiðslur	a r D k r ei D s t l Y r
margoft	m a r k O f t
